"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"11세","총계","남자","","233","254","281","300","303","323",
"11세","총계","여자","","251","281","282","289","290","357",
"11세","공무","계","","4","4","4","5","10","12",
"11세","공무","남자","","1","1","3","2","5","4",
"11세","공무","여자","","3","3","1","3","5","8",
"11세","사증면제","계","","21","28","32","24","45","40",
"11세","사증면제","남자","","14","17","13","11","28","16",
"11세","사증면제","여자","","7","11","19","13","17","24",
"11세","관광통과","계","","202","230","206","164","158","161",
"11세","관광통과","남자","","98","118","112","84","73","80",
"11세","관광통과","여자","","104","112","94","80","85","81",
"11세","단기방문","계","","134","161","217","245","200","240",
"11세","단기방문","남자","","58","69","106","116","95","106",
"11세","단기방문","여자","","76","92","111","129","105","134",
"11세","일반연수","계","","2","1","1","1","3","1",
"11세","일반연수","남자","","1","1","0","1","3","1",
"11세","일반연수","여자","","1","0","1","0","0","0",
"11세","예술흥행","계","","3","7","6","3","5","7",
"11세","예술흥행","남자","","0","2","2","3","1","2",
"11세","예술흥행","여자","","3","5","4","0","4","5",
"11세","특정활동","계","","","1","","","","",
"11세","특정활동","남자","","","0","","","","",
"11세","특정활동","여자","","","1","","","","",
"11세","방문동거","계","","6","18","22","66","105","128",
"11세","방문동거","남자","","5","8","6","33","62","65",
"11세","방문동거","여자","","1","10","16","33","43","63",
"11세","거주","계","","8","8","9","14","13","7",
"11세","거주","남자","","4","5","3","8","10","3",
"11세","거주","여자","","4","3","6","6","3","4",
"11세","동반","계","","85","63","55","54","37","65",
"11세","동반","남자","","37","28","29","35","15","33",
"11세","동반","여자","","48","35","26","19","22","32",
"11세","재외동포","계","","12","7","10","11","11","17",
"11세","재외동포","남자","","10","1","7","5","6","11",
"11세","재외동포","여자","","2","6","3","6","5","6",
"11세","영주","계","","5","6","1","1","4","2",
"11세","영주","남자","","4","3","0","1","3","2",
"11세","영주","여자","","1","3","1","0","1","0",
"11세","기타","계","","","","1","1","2","",
"11세","기타","남자","","","","1","1","2","",
"11세","기타","여자","","","","0","0","0","",
"11세","관광상륙","계","","2","1","","","","",
"11세","관광상륙","남자","","1","1","","","","",
"11세","관광상륙","여자","","1","0","","","","",
"12세","총계","계","","507","531","483","563","590","666",
"12세","총계","남자","","271","280","233","244","305","335",
"12세","총계","여자","","236","251","250","319","285","331",
"12세","공무","계","","5","3","6","3","9","9",
"12세","공무","남자","","1","3","3","2","4","4",
"12세","공무","여자","","4","0","3","1","5","5",
"12세","사증면제","계","","17","22","15","22","42","50",
"12세","사증면제","남자","","10","13","5","9","23","20",
"12세","사증면제","여자","","7","9","10","13","19","30",
"12세","관광통과","계","","221","207","171","157","124","148",
"12세","관광통과","남자","","123","107","88","78","72","67",
"12세","관광통과","여자","","98","100","83","79","52","81",
"12세","단기방문","계","","147","189","203","226","240","242",
"12세","단기방문","남자","","76","95","95","89","123","116",
"12세","단기방문","여자","","71","94","108","137","117","126",
"12세","일반연수","계","","1","3","1","1","1","3",
"12세","일반연수","남자","","0","3","1","1","0","2",
"12세","일반연수","여자","","1","0","0","0","1","1",
"12세","주재","계","","","","","1","","",
"12세","주재","남자","","","","","0","","",
"12세","주재","여자","","","","","1","","",
"12세","예술흥행","계","","6","14","12","4","6","12",
"12세","예술흥행","남자","","1","9","6","3","4","9",
"12세","예술흥행","여자","","5","5","6","1","2","3",
"12세","방문동거","계","","9","16","16","68","98","118",
"12세","방문동거","남자","","5","7","8","30","48","72",
"12세","방문동거","여자","","4","9","8","38","50","46",
"12세","거주","계","","17","3","8","13","7","8",
"12세","거주","남자","","9","0","3","4","4","5",
"12세","거주","여자","","8","3","5","9","3","3",
"12세","동반","계","","65","54","35","49","35","47",
"12세","동반","남자","","38","30","16","20","18","23",
"12세","동반","여자","","27","24","19","29","17","24",
"12세","재외동포","계","","15","17","13","13","25","25",
"12세","재외동포","남자","","6","10","6","6","8","15",
"12세","재외동포","여자","","9","7","7","7","17","10",
"12세","영주","계","","4","3","3","2","3","3",
"12세","영주","남자","","2","3","2","0","1","1",
"12세","영주","여자","","2","0","1","2","2","2",
"12세","기타","계","","","","","2","","",
"12세","기타","남자","","","","","1","","",
"12세","기타","여자","","","","","1","","",
"12세","관광상륙","계","","","","","2","","1",
"12세","관광상륙","남자","","","","","1","","1",
"12세","관광상륙","여자","","","","","1","","0",
"13세","총계","계","","502","577","554","561","563","582",
"13세","총계","남자","","244","286","271","285","290","283",
"13세","총계","여자","","258","291","283","276","273","299",
"13세","공무","계","","9","9","4","10","4","9",
"13세","공무","남자","","3","5","2","6","1","5",
"13세","공무","여자","","6","4","2","4","3","4",
"13세","사증면제","계","","23","28","17","19","45","34",
"13세","사증면제","남자","","14","14","10","10","23","17",
"13세","사증면제","여자","","9","14","7","9","22","17",
"13세","관광통과","계","","173","181","194","151","135","135",
"13세","관광통과","남자","","86","85","94","84","66","71",
"13세","관광통과","여자","","87","96","100","67","69","64",
"13세","단기방문","계","","175","228","231","252","220","231",
"13세","단기방문","남자","","84","114","109","115","118","100",
"13세","단기방문","여자","","91","114","122","137","102","131",
"13세","일반연수","계","","","4","1","1","1","2",
"13세","일반연수","남자","","","3","0","1","1","2",
"13세","일반연수","여자","","","1","1","0","0","0",
"13세","예술흥행","계","","27","30","20","5","10","2",
"13세","예술흥행","남자","","11","16","11","1","7","1",
"13세","예술흥행","여자","","16","14","9","4","3","1",
"13세","방문동거","계","","5","19","26","57","93","93",
"13세","방문동거","남자","","4","5","12","28","47","51",
"13세","방문동거","여자","","1","14","14","29","46","42",
"13세","거주","계","","15","14","11","10","7","10",
"13세","거주","남자","","8","8","9","7","2","4",
"13세","거주","여자","","7","6","2","3","5","6",
"13세","동반","계","","60","54","36","39","33","48",
"13세","동반","남자","","26","30","16","20","18","23",
"13세","동반","여자","","34","24","20","19","15","25",
"13세","재외동포","계","","15","7","14","12","14","16",
"13세","재외동포","남자","","8","5","8","9","7","8",
"13세","재외동포","여자","","7","2","6","3","7","8",
"13세","영주","계","","","3","","4","1","2",
"13세","영주","남자","","","1","","3","0","1",
"13세","영주","여자","","","2","","1","1","1",
"13세","기타","계","","","","","1","","",
"13세","기타","남자","","","","","1","","",
"13세","기타","여자","","","","","0","","",
"14세","총계","계","","544","572","586","560","537","569",
"14세","총계","남자","","276","306","302","273","263","295",
"14세","총계","여자","","268","266","284","287","274","274",
"14세","공무","계","","11","5","4","8","6","7",
"14세","공무","남자","","5","3","3","2","6","3",
"14세","공무","여자","","6","2","1","6","0","4",
"14세","사증면제","계","","11","14","24","30","38","45",
"14세","사증면제","남자","","7","10","14","16","22","26",
"14세","사증면제","여자","","4","4","10","14","16","19",
"14세","관광통과","계","","162","169","142","137","97","126",
"14세","관광통과","남자","","87","89","70","66","48","70",
"14세","관광통과","여자","","75","80","72","71","49","56",
"14세","단기방문","계","","244","260","308","252","241","225",
"14세","단기방문","남자","","119","132","156","126","114","113",
"14세","단기방문","여자","","125","128","152","126","127","112",
"14세","유학","계","","","","","","","1",
"14세","유학","남자","","","","","","","1",
"14세","유학","여자","","","","","","","0",
"14세","일반연수","계","","4","5","4","4","6","5",
"14세","일반연수","남자","","4","2","3","3","3","2",
"14세","일반연수","여자","","0","3","1","1","3","3",
"14세","예술흥행","계","","15","20","20","12","11","13",
"14세","예술흥행","남자","","4","14","14","9","6","7",
"14세","예술흥행","여자","","11","6","6","3","5","6",
"14세","방문동거","계","","13","28","28","50","81","76",
"14세","방문동거","남자","","6","17","14","19","37","38",
"14세","방문동거","여자","","7","11","14","31","44","38",
"14세","거주","계","","19","14","11","9","7","12",
"14세","거주","남자","","9","9","5","4","2","7",
"14세","거주","여자","","10","5","6","5","5","5",
"14세","동반","계","","49","39","24","36","34","34",
"14세","동반","남자","","25","19","14","18","17","17",
"14세","동반","여자","","24","20","10","18","17","17",
"14세","재외동포","계","","13","11","15","14","14","22",
"14세","재외동포","남자","","8","6","7","5","7","10",
"14세","재외동포","여자","","5","5","8","9","7","12",
"14세","영주","계","","3","6","4","6","2","2",
"14세","영주","남자","","2","4","1","4","1","0",
"14세","영주","여자","","1","2","3","2","1","2",
"14세","기타","계","","","1","2","1","","",
"14세","기타","남자","","","1","1","0","","",
"14세","기타","여자","","","0","1","1","","",
"14세","관광상륙","계","","","","","1","","1",
"14세","관광상륙","남자","","","","","1","","1",
"14세","관광상륙","여자","","","","","0","","0",
"15세","총계","계","","613","657","648","694","643","674",
"15세","총계","남자","","309","365","360","375","344","329",
"15세","총계","여자","","304","292","288","319","299","345",
"15세","공무","계","","11","5","4","2","1","8",
"15세","공무","남자","","5","2","3","1","0","3",
