"전라북도","대전광역시",4509,748,4572,456,4396,630,4303,751,4604,977,4634,1276
"전라북도","울산광역시",1117,-81,1099,-35,1391,456,832,-7,1288,548,1099,402
"전라북도","세종특별자치시",497,252,907,597,1422,1011,1301,668,1551,844,1574,885
"전라북도","경기도",17786,-337,18053,-1723,17553,-578,18083,1038,18075,1463,18439,3680
"전라북도","강원도",1477,-60,1600,130,1616,39,1521,57,1543,165,1326,37
"전라북도","충청북도",1939,105,2256,483,2271,518,2159,467,2195,425,2415,719
"전라북도","충청남도",5931,336,6067,616,6259,696,6096,818,6156,899,6310,978
"전라북도","전라북도",189665,0,203725,0,193076,0,181657,0,167338,0,183346,0
"전라북도","전라남도",5452,-59,5770,186,5304,-247,5496,-474,5458,-435,5690,103
"전라북도","경상북도",1545,90,1499,88,1508,-62,1381,-15,1339,-51,1352,63
"전라북도","경상남도",2171,-48,2316,43,2329,181,2045,-151,2109,-12,2000,-59
"전라북도","제주특별자치도",725,209,824,215,1060,377,1117,384,1114,346,1131,229
"전라남도","전국",246635,2306,260874,596,246168,-3936,237337,3205,230551,3047,232414,8030
"전라남도","서울특별시",14595,408,14607,16,13884,-714,14568,1503,13665,1239,13915,2706
"전라남도","부산광역시",3148,-219,3278,1,3308,-278,3279,-101,3184,-85,3077,-292
"전라남도","대구광역시",986,38,921,-64,873,-80,959,52,905,8,1021,37
"전라남도","인천광역시",3482,-269,3557,-291,3496,-380,3537,14,3466,261,3509,420
"전라남도","광주광역시",35498,1762,38942,1586,37578,-3304,34507,-1311,33884,-1256,37201,1967
"전라남도","대전광역시",1833,78,2026,227,2019,221,2005,333,2000,397,2027,458
"전라남도","울산광역시",1073,101,1041,-23,1158,-64,977,-122,889,-286,877,-214
"전라남도","세종특별자치시",262,133,402,216,699,448,641,325,717,348,871,427
"전라남도","경기도",15650,-652,15658,-1486,15749,-1055,16012,939,15149,718,16170,1845
"전라남도","강원도",1505,89,1533,12,1601,12,1519,22,1478,73,1383,93
"전라남도","충청북도",1200,-9,1336,145,1442,98,1472,239,1480,248,1524,391
"전라남도","충청남도",3449,853,3090,472,3389,796,3381,808,3523,1042,3511,927
"전라남도","전라북도",5511,59,5584,-186,5551,247,5970,474,5893,435,5587,-103
"전라남도","전라남도",151466,0,161491,0,147703,0,140958,0,137172,0,134973,0
"전라남도","경상북도",1769,164,1824,-6,1826,29,1795,10,1745,57,1652,-43
"전라남도","경상남도",4160,-277,4410,-269,4551,-191,4357,-253,3977,-474,3826,-625
"전라남도","제주특별자치도",1048,47,1174,246,1341,279,1400,273,1424,322,1290,36
"경상북도","전국",330983,1865,338029,988,345307,577,318803,3151,316642,5581,318671,9225
"경상북도","서울특별시",16561,2141,16796,2340,16478,1365,16087,1851,15681,3217,16459,4442
"경상북도","부산광역시",9209,-567,10514,50,10473,-295,9284,-116,8896,-200,8589,-174
"경상북도","대구광역시",42776,-2259,47044,-4808,43828,-3072,39505,-1939,39231,-2483,40245,-2499
"경상북도","인천광역시",3773,-171,3938,-12,3773,-209,3557,-32,3488,136,3662,489
"경상북도","광주광역시",772,-47,847,-134,920,-88,731,-104,784,-45,841,15
"경상북도","대전광역시",3433,660,3419,568,3508,594,3543,776,3473,873,3511,912
"경상북도","울산광역시",7685,-123,8281,480,8642,-73,6907,-1357,6386,-1489,6160,-2751
"경상북도","세종특별자치시",353,135,602,333,977,574,829,389,1008,556,1117,561
"경상북도","경기도",19815,1197,19128,520,20107,-59,19698,1676,19731,3654,20957,5884
"경상북도","강원도",3943,65,3903,-13,4069,70,3815,222,3474,-113,3420,59
"경상북도","충청북도",3927,235,4112,506,4225,366,4141,731,4044,569,4407,1285
"경상북도","충청남도",4464,1346,4567,1130,4511,957,3969,1035,4246,1339,4256,1274
"경상북도","전라북도",1455,-90,1411,-88,1570,62,1396,15,1390,51,1289,-63
"경상북도","전라남도",1605,-164,1830,6,1797,-29,1785,-10,1688,-57,1695,43
"경상북도","경상북도",201206,0,201259,0,209109,0,193354,0,193235,0,192155,0
"경상북도","경상남도",9092,-626,9413,-127,10089,86,8826,-431,8530,-790,8377,-637
"경상북도","제주특별자치도",914,133,965,237,1231,328,1376,445,1357,363,1531,385
"경상남도","전국",423864,-3794,456164,-6075,450279,-5105,410180,-1772,409200,-3979,395524,5810
"경상남도","서울특별시",16841,2394,17144,2345,16781,1561,17169,3452,17312,4620,17872,6169
"경상남도","부산광역시",46232,-9518,50672,-9186,51578,-6644,46877,-11010,47218,-17896,42235,-11581
"경상남도","대구광역시",8643,-298,8485,-889,8659,-263,9028,715,8646,942,8601,917
"경상남도","인천광역시",3353,23,3266,-204,3464,-206,3267,326,3390,471,3279,567
"경상남도","광주광역시",1372,-103,1414,-353,1455,-188,1320,-133,1344,102,1496,212
"경상남도","대전광역시",2843,454,2577,94,2613,193,2788,614,2650,646,2720,657
"경상남도","울산광역시",8829,807,8976,365,8526,-246,7571,-1455,6977,-1544,6734,-937
"경상남도","세종특별자치시",284,72,601,360,962,618,882,471,1034,546,1149,685
"경상남도","경기도",16232,426,16298,-110,16945,-538,16574,1525,17134,3473,18377,4949
"경상남도","강원도",2700,159,2549,-182,2708,-64,2687,204,2475,163,2353,161
"경상남도","충청북도",2073,-46,2353,296,2464,205,2570,819,2219,493,2642,911
"경상남도","충청남도",3584,690,3664,511,3671,191,3736,869,4501,1697,4254,1268
"경상남도","전라북도",2219,48,2273,-43,2148,-181,2196,151,2121,12,2059,59
