"국적별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"스리랑카","특정활동","여자","","1","0","0","0","0","0",
"스리랑카","비전문취업","계","","4850","4361","5025","6669","3542","3509",
"스리랑카","비전문취업","남자","","4775","4306","4971","6616","3505","3472",
"스리랑카","비전문취업","여자","","75","55","54","53","37","37",
"스리랑카","방문동거","계","","6","11","7","4","13","16",
"스리랑카","방문동거","남자","","2","1","3","1","3","4",
"스리랑카","방문동거","여자","","4","10","4","3","10","12",
"스리랑카","거주","계","","","2","","1","1","",
"스리랑카","거주","남자","","","1","","0","0","",
"스리랑카","거주","여자","","","1","","1","1","",
"스리랑카","동반","계","","10","10","15","26","41","60",
"스리랑카","동반","남자","","6","3","8","8","9","15",
"스리랑카","동반","여자","","4","7","7","18","32","45",
"스리랑카","영주","계","","","3","","1","3","",
"스리랑카","영주","남자","","","3","","1","2","",
"스리랑카","영주","여자","","","0","","0","1","",
"스리랑카","결혼이민","계","","40","40","15","28","30","29",
"스리랑카","결혼이민","남자","","29","26","12","25","27","20",
"스리랑카","결혼이민","여자","","11","14","3","3","3","9",
"스리랑카","기타","계","","4","6","4","4","3","2",
"스리랑카","기타","남자","","4","6","4","4","2","2",
"스리랑카","기타","여자","","0","0","0","0","1","0",
"중국","총계","계","","178606","192858","177001","165494","156848","169336",
"중국","총계","남자","","92777","97151","87569","81136","79489","86358",
"중국","총계","여자","","85829","95707","89432","84358","77359","82978",
"중국","공무","계","","11","38","4","30","23","11",
"중국","공무","남자","","8","27","2","17","14","8",
"중국","공무","여자","","3","11","2","13","9","3",
"중국","사증면제","계","","41","52","40","8","7","21",
"중국","사증면제","남자","","18","20","21","4","4","9",
"중국","사증면제","여자","","23","32","19","4","3","12",
"중국","관광통과","계","","1392","3036","6357","5940","8654","15830",
"중국","관광통과","남자","","987","1986","4081","3686","5719","10621",
"중국","관광통과","여자","","405","1050","2276","2254","2935","5209",
"중국","단기방문","계","","56224","34465","39597","39713","31997","31348",
"중국","단기방문","남자","","32123","19402","21975","23481","19607","18668",
"중국","단기방문","여자","","24101","15063","17622","16232","12390","12680",
"중국","단기취업","계","","","3","17","145","8","11",
"중국","단기취업","남자","","","3","16","141","7","10",
"중국","단기취업","여자","","","0","1","4","1","1",
"중국","문화예술","계","","22","28","36","23","21","17",
"중국","문화예술","남자","","15","16","19","11","12","8",
"중국","문화예술","여자","","7","12","17","12","9","9",
"중국","구직","계","","128","122","115","133","113","127",
"중국","구직","남자","","44","44","48","52","39","37",
"중국","구직","여자","","84","78","67","81","74","90",
"중국","유학","계","","8493","9904","10186","12587","11430","15680",
"중국","유학","남자","","2536","2581","2556","3165","3053","4421",
"중국","유학","여자","","5957","7323","7630","9422","8377","11259",
"중국","기술연수","계","","1204","873","941","811","671","478",
"중국","기술연수","남자","","655","525","566","490","370","298",
"중국","기술연수","여자","","549","348","375","321","301","180",
"중국","일반연수","계","","6802","8274","9355","10810","7917","6258",
"중국","일반연수","남자","","2991","3362","3884","4470","3472","2715",
"중국","일반연수","여자","","3811","4912","5471","6340","4445","3543",
"중국","취재","계","","3","3","2","1","4","7",
"중국","취재","남자","","2","3","0","1","4","2",
"중국","취재","여자","","1","0","2","0","0","5",
"중국","종교","계","","14","15","18","10","8","8",
"중국","종교","남자","","3","1","6","4","2","2",
"중국","종교","여자","","11","14","12","6","6","6",
"중국","주재","계","","84","94","70","147","73","79",
"중국","주재","남자","","68","75","55","124","56","65",
"중국","주재","여자","","16","19","15","23","17","14",
"중국","기업투자","계","","69","55","62","78","72","63",
"중국","기업투자","남자","","53","46","51","63","51","50",
"중국","기업투자","여자","","16","9","11","15","21","13",
"중국","무역경영","계","","40","32","21","18","15","21",
"중국","무역경영","남자","","37","31","18","16","14","18",
"중국","무역경영","여자","","3","1","3","2","1","3",
"중국","교수","계","","118","106","83","69","68","68",
"중국","교수","남자","","49","42","39","28","36","32",
"중국","교수","여자","","69","64","44","41","32","36",
"중국","선원","계","","1109","788","676","468","472","376",
"중국","선원","남자","","1109","788","676","468","472","376",
"중국","선원","여자","","0","0","0","0","0","0",
"중국","회화지도","계","","550","584","688","804","611","598",
"중국","회화지도","남자","","27","26","32","40","26","30",
"중국","회화지도","여자","","523","558","656","764","585","568",
"중국","연구","계","","103","96","94","99","107","71",
"중국","연구","남자","","72","72","81","79","82","56",
"중국","연구","여자","","31","24","13","20","25","15",
"중국","기술지도","계","","1","","","1","","",
"중국","기술지도","남자","","1","","","1","","",
"중국","기술지도","여자","","0","","","0","","",
"중국","예술흥행","계","","267","259","217","162","137","153",
"중국","예술흥행","남자","","139","143","151","100","85","95",
"중국","예술흥행","여자","","128","116","66","62","52","58",
"중국","특정활동","계","","1810","2286","2566","3062","2206","2923",
"중국","특정활동","남자","","1307","1612","1714","1658","1072","1510",
"중국","특정활동","여자","","503","674","852","1404","1134","1413",
"중국","비전문취업","계","","335","380","279","523","262","343",
"중국","비전문취업","남자","","307","349","241","465","241","326",
"중국","비전문취업","여자","","28","31","38","58","21","17",
"중국","방문동거","계","","5465","4634","4762","7319","5258","5172",
"중국","방문동거","남자","","1992","1805","1726","2427","1705","1734",
"중국","방문동거","여자","","3473","2829","3036","4892","3553","3438",
"중국","거주","계","","2361","1862","1687","1655","1503","1615",
"중국","거주","남자","","838","661","565","549","521","555",
"중국","거주","여자","","1523","1201","1122","1106","982","1060",
"중국","동반","계","","306","387","418","438","351","354",
"중국","동반","남자","","75","98","118","125","98","104",
"중국","동반","여자","","231","289","300","313","253","250",
"중국","재외동포","계","","19817","32130","33745","34210","34651","37539",
"중국","재외동포","남자","","9892","14934","15470","15642","15903","17181",
"중국","재외동포","여자","","9925","17196","18275","18568","18748","20358",
"중국","영주","계","","4262","4778","5035","5010","5127","5236",
"중국","영주","남자","","2023","2258","2313","2251","2273","2305",
"중국","영주","여자","","2239","2520","2722","2759","2854","2931",
"중국","결혼이민","계","","4852","3684","2898","2827","2502","2491",
"중국","결혼이민","남자","","760","642","547","549","495","523",
"중국","결혼이민","여자","","4092","3042","2351","2278","2007","1968",
"중국","기타","계","","22","19","26","161","406","139",
"중국","기타","남자","","11","8","14","126","322","110",
"중국","기타","여자","","11","11","12","35","84","29",
"중국","방문취업","계","","62654","83786","56875","37938","42107","42299",
"중국","방문취업","남자","","34608","45546","30517","20746","23697","24489",
"중국","방문취업","여자","","28046","38240","26358","17192","18410","17810",
"중국","관광상륙","계","","47","85","131","294","67","",
"중국","관광상륙","남자","","27","45","67","157","37","",
"중국","관광상륙","여자","","20","40","64","137","30","",
"타이완","총계","계","","1952","1971","1992","2339","2486","2795",
"타이완","총계","남자","","498","433","440","487","538","572",
"타이완","총계","여자","","1454","1538","1552","1852","1948","2223",
"타이완","공무","계","","","","1","1","","",
"타이완","공무","남자","","","","1","1","","",
"타이완","공무","여자","","","","0","0","","",
"타이완","사증면제","계","","","1","2","4","7","5",
"타이완","사증면제","남자","","","0","0","1","2","1",
"타이완","사증면제","여자","","","1","2","3","5","4",
"타이완","관광통과","계","","183","224","191","209","279","303",
"타이완","관광통과","남자","","73","75","86","83","134","132",
"타이완","관광통과","여자","","110","149","105","126","145","171",
"타이완","단기방문","계","","29","28","10","14","2","",
"타이완","단기방문","남자","","6","4","1","4","1","",
"타이완","단기방문","여자","","23","24","9","10","1","",
"타이완","단기취업","계","","","","","2","","2",
"타이완","단기취업","남자","","","","","0","","2",
"타이완","단기취업","여자","","","","","2","","0",
"타이완","문화예술","계","","","","1","1","1","1",
"타이완","문화예술","남자","","","","0","1","0","0",
"타이완","문화예술","여자","","","","1","0","1","1",
"타이완","구직","계","","","","1","1","2","3",
"타이완","구직","남자","","","","0","0","0","1",
"타이완","구직","여자","","","","1","1","2","2",
"타이완","유학","계","","474","519","625","723","817","974",
"타이완","유학","남자","","65","60","88","82","116","119",
"타이완","유학","여자","","409","459","537","641","701","855",
"타이완","일반연수","계","","215","290","252","269","284","279",
"타이완","일반연수","남자","","19","32","38","35","23","40",
"타이완","일반연수","여자","","196","258","214","234","261","239",
"타이완","종교","계","","4","3","3","1","5","1",
"타이완","종교","남자","","0","0","1","0","2","0",
"타이완","종교","여자","","4","3","2","1","3","1",
"타이완","주재","계","","8","3","","8","4","5",
"타이완","주재","남자","","6","1","","6","4","0",
"타이완","주재","여자","","2","2","","2","0","5",
"타이완","기업투자","계","","5","9","5","8","1","7",
"타이완","기업투자","남자","","3","4","4","6","0","4",
"타이완","기업투자","여자","","2","5","1","2","1","3",
